model_a,model_b,suite,n_tasks,mean_diff,ci_low,ci_high,p_value
Snowflake__snowflake-arctic-embed-l-v2.0,intfloat__e5-mistral-7b-instruct,lifted,7,0.0964,0.0066,0.1947,0.0128
Snowflake__snowflake-arctic-embed-l-v2.0,intfloat__multilingual-e5-base,lifted,7,0.0186,-0.0126,0.0467,0.232
Snowflake__snowflake-arctic-embed-l-v2.0,intfloat__multilingual-e5-large,lifted,7,0.0016,-0.0288,0.0277,0.8386
intfloat__multilingual-e5-large-instruct,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.0461,0.0112,0.0787,0.0086
Snowflake__snowflake-arctic-embed-l-v2.0,intfloat__multilingual-e5-small,lifted,7,0.0177,-0.0157,0.0573,0.3384
jinaai__jina-embeddings-v5-text-nano,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.1084,0.0363,0.1938,0.0008
jinaai__jina-embeddings-v5-text-small,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.113,0.0395,0.1973,0.0006
kimi-k2.6,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.0418,-0.0305,0.1292,0.3136
Snowflake__snowflake-arctic-embed-l-v2.0,minimax-m2.7,lifted,7,0.0027,-0.0988,0.0896,0.8886
Snowflake__snowflake-arctic-embed-l-v2.0,ncbi__MedCPT,lifted,7,0.093,0.0071,0.2027,0.0166
nvidia__llama-embed-nemotron-8b,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.1052,0.0469,0.1706,0.0
qwen3.6-27b,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.0684,0.0055,0.1479,0.0256
qwen3.6-35b-a3b,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.0745,0.0159,0.1548,0.0052
Snowflake__snowflake-arctic-embed-l-v2.0,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0046,-0.0397,0.0616,0.9194
tencent__KaLM-Embedding-Gemma3-12B-2511,Snowflake__snowflake-arctic-embed-l-v2.0,lifted,7,0.0956,0.025,0.1738,0.0066
abhinand__MedEmbed-base-v0.1,abhinand__MedEmbed-large-v0.1,lifted,7,0.0016,-0.0132,0.0177,0.8436
abhinand__MedEmbed-small-v0.1,abhinand__MedEmbed-base-v0.1,lifted,7,0.004,-0.0138,0.019,0.613
bflhc__Octen-Embedding-8B,abhinand__MedEmbed-base-v0.1,lifted,7,0.0937,0.0451,0.1558,0.0
codefuse-ai__F2LLM-v2-0.6B,abhinand__MedEmbed-base-v0.1,lifted,7,0.0625,0.0074,0.1147,0.0246
codefuse-ai__F2LLM-v2-1.7B,abhinand__MedEmbed-base-v0.1,lifted,7,0.0821,0.0196,0.1471,0.011
codefuse-ai__F2LLM-v2-14B,abhinand__MedEmbed-base-v0.1,lifted,7,0.0759,0.0088,0.141,0.0242
codefuse-ai__F2LLM-v2-4B,abhinand__MedEmbed-base-v0.1,lifted,7,0.0733,0.0145,0.1322,0.0156
codefuse-ai__F2LLM-v2-8B,abhinand__MedEmbed-base-v0.1,lifted,7,0.0756,0.0111,0.1396,0.0216
abhinand__MedEmbed-base-v0.1,deepseek-r1,lifted,7,0.06,-0.018,0.1366,0.132
abhinand__MedEmbed-base-v0.1,deepseek__deepseek-v4-flash,lifted,7,0.0683,-0.0176,0.1543,0.128
abhinand__MedEmbed-base-v0.1,glm-4.7,lifted,7,0.027,-0.0651,0.1094,0.5226
google__embeddinggemma-300m,abhinand__MedEmbed-base-v0.1,lifted,7,0.0654,0.0259,0.1071,0.0008
google__gemini-3-flash-preview,abhinand__MedEmbed-base-v0.1,lifted,7,0.0361,-0.0666,0.1267,0.4142
abhinand__MedEmbed-base-v0.1,google__gemini-3.1-flash-lite-preview,lifted,7,0.1191,-0.0325,0.2619,0.1202
google__gemini-3.1-pro-preview,abhinand__MedEmbed-base-v0.1,lifted,7,0.1073,0.0609,0.1606,0.0
abhinand__MedEmbed-base-v0.1,intfloat__e5-mistral-7b-instruct,lifted,7,0.1154,0.0428,0.1961,0.0
abhinand__MedEmbed-base-v0.1,intfloat__multilingual-e5-base,lifted,7,0.0377,0.0135,0.0632,0.0008
abhinand__MedEmbed-base-v0.1,intfloat__multilingual-e5-large,lifted,7,0.0207,0.0016,0.0446,0.033
intfloat__multilingual-e5-large-instruct,abhinand__MedEmbed-base-v0.1,lifted,7,0.0271,0.0091,0.044,0.0028
abhinand__MedEmbed-base-v0.1,intfloat__multilingual-e5-small,lifted,7,0.0368,0.0176,0.056,0.0
jinaai__jina-embeddings-v5-text-nano,abhinand__MedEmbed-base-v0.1,lifted,7,0.0893,0.0452,0.1563,0.0
jinaai__jina-embeddings-v5-text-small,abhinand__MedEmbed-base-v0.1,lifted,7,0.0939,0.0445,0.1628,0.0
kimi-k2.6,abhinand__MedEmbed-base-v0.1,lifted,7,0.0227,-0.0287,0.0953,0.5688
abhinand__MedEmbed-base-v0.1,minimax-m2.7,lifted,7,0.0218,-0.0662,0.095,0.5522
abhinand__MedEmbed-base-v0.1,ncbi__MedCPT,lifted,7,0.1121,0.0302,0.2092,0.0
nvidia__llama-embed-nemotron-8b,abhinand__MedEmbed-base-v0.1,lifted,7,0.0861,0.0447,0.1367,0.0
qwen3.6-27b,abhinand__MedEmbed-base-v0.1,lifted,7,0.0493,-0.0127,0.1235,0.1598
qwen3.6-35b-a3b,abhinand__MedEmbed-base-v0.1,lifted,7,0.0555,0.0005,0.1265,0.0418
abhinand__MedEmbed-base-v0.1,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0237,-0.0079,0.0579,0.1566
tencent__KaLM-Embedding-Gemma3-12B-2511,abhinand__MedEmbed-base-v0.1,lifted,7,0.0765,0.0281,0.1388,0.0
abhinand__MedEmbed-small-v0.1,abhinand__MedEmbed-large-v0.1,lifted,7,0.0056,-0.0031,0.0155,0.2306
bflhc__Octen-Embedding-8B,abhinand__MedEmbed-large-v0.1,lifted,7,0.0953,0.0374,0.1619,0.0
codefuse-ai__F2LLM-v2-0.6B,abhinand__MedEmbed-large-v0.1,lifted,7,0.0641,0.0131,0.1125,0.0156
codefuse-ai__F2LLM-v2-1.7B,abhinand__MedEmbed-large-v0.1,lifted,7,0.0837,0.0246,0.1429,0.006
codefuse-ai__F2LLM-v2-14B,abhinand__MedEmbed-large-v0.1,lifted,7,0.0775,0.0134,0.14,0.0176
codefuse-ai__F2LLM-v2-4B,abhinand__MedEmbed-large-v0.1,lifted,7,0.0749,0.0161,0.1317,0.0112
codefuse-ai__F2LLM-v2-8B,abhinand__MedEmbed-large-v0.1,lifted,7,0.0773,0.0145,0.1386,0.0156
abhinand__MedEmbed-large-v0.1,deepseek-r1,lifted,7,0.0584,-0.0257,0.1438,0.177
abhinand__MedEmbed-large-v0.1,deepseek__deepseek-v4-flash,lifted,7,0.0667,-0.0274,0.1634,0.1794
abhinand__MedEmbed-large-v0.1,glm-4.7,lifted,7,0.0254,-0.0739,0.1201,0.586
google__embeddinggemma-300m,abhinand__MedEmbed-large-v0.1,lifted,7,0.067,0.0206,0.1154,0.0046
google__gemini-3-flash-preview,abhinand__MedEmbed-large-v0.1,lifted,7,0.0377,-0.0528,0.1281,0.3128
abhinand__MedEmbed-large-v0.1,google__gemini-3.1-flash-lite-preview,lifted,7,0.1175,-0.0379,0.2632,0.1328
google__gemini-3.1-pro-preview,abhinand__MedEmbed-large-v0.1,lifted,7,0.1089,0.0513,0.1721,0.0
abhinand__MedEmbed-large-v0.1,intfloat__e5-mistral-7b-instruct,lifted,7,0.1138,0.046,0.1967,0.0
abhinand__MedEmbed-large-v0.1,intfloat__multilingual-e5-base,lifted,7,0.0361,0.0084,0.0676,0.0044
abhinand__MedEmbed-large-v0.1,intfloat__multilingual-e5-large,lifted,7,0.0191,-0.0116,0.0447,0.1954
intfloat__multilingual-e5-large-instruct,abhinand__MedEmbed-large-v0.1,lifted,7,0.0287,0.0103,0.0484,0.0006
abhinand__MedEmbed-large-v0.1,intfloat__multilingual-e5-small,lifted,7,0.0352,0.0182,0.0562,0.0
jinaai__jina-embeddings-v5-text-nano,abhinand__MedEmbed-large-v0.1,lifted,7,0.0909,0.0419,0.1642,0.0
jinaai__jina-embeddings-v5-text-small,abhinand__MedEmbed-large-v0.1,lifted,7,0.0955,0.0393,0.1699,0.0
kimi-k2.6,abhinand__MedEmbed-large-v0.1,lifted,7,0.0243,-0.0283,0.1007,0.5768
abhinand__MedEmbed-large-v0.1,minimax-m2.7,lifted,7,0.0202,-0.0722,0.0979,0.6024
abhinand__MedEmbed-large-v0.1,ncbi__MedCPT,lifted,7,0.1105,0.0344,0.1938,0.0
nvidia__llama-embed-nemotron-8b,abhinand__MedEmbed-large-v0.1,lifted,7,0.0877,0.0398,0.1434,0.0
qwen3.6-27b,abhinand__MedEmbed-large-v0.1,lifted,7,0.051,-0.0237,0.1357,0.2182
qwen3.6-35b-a3b,abhinand__MedEmbed-large-v0.1,lifted,7,0.0571,-0.0112,0.1404,0.1286
abhinand__MedEmbed-large-v0.1,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0221,-0.0044,0.0456,0.0976
tencent__KaLM-Embedding-Gemma3-12B-2511,abhinand__MedEmbed-large-v0.1,lifted,7,0.0781,0.0324,0.142,0.0
bflhc__Octen-Embedding-8B,abhinand__MedEmbed-small-v0.1,lifted,7,0.0897,0.0345,0.1561,0.0004
codefuse-ai__F2LLM-v2-0.6B,abhinand__MedEmbed-small-v0.1,lifted,7,0.0585,0.0075,0.1073,0.0276
codefuse-ai__F2LLM-v2-1.7B,abhinand__MedEmbed-small-v0.1,lifted,7,0.0781,0.0183,0.1388,0.0104
codefuse-ai__F2LLM-v2-14B,abhinand__MedEmbed-small-v0.1,lifted,7,0.0719,0.0096,0.1355,0.0314
codefuse-ai__F2LLM-v2-4B,abhinand__MedEmbed-small-v0.1,lifted,7,0.0693,0.0119,0.1275,0.0172
codefuse-ai__F2LLM-v2-8B,abhinand__MedEmbed-small-v0.1,lifted,7,0.0716,0.01,0.1352,0.0236
abhinand__MedEmbed-small-v0.1,deepseek-r1,lifted,7,0.064,-0.0219,0.1497,0.1474
abhinand__MedEmbed-small-v0.1,deepseek__deepseek-v4-flash,lifted,7,0.0723,-0.0221,0.1685,0.144
abhinand__MedEmbed-small-v0.1,glm-4.7,lifted,7,0.031,-0.0706,0.1226,0.5102
google__embeddinggemma-300m,abhinand__MedEmbed-small-v0.1,lifted,7,0.0614,0.0163,0.1083,0.0066
google__gemini-3-flash-preview,abhinand__MedEmbed-small-v0.1,lifted,7,0.0321,-0.0558,0.12,0.4484
abhinand__MedEmbed-small-v0.1,google__gemini-3.1-flash-lite-preview,lifted,7,0.1231,-0.0315,0.2698,0.118
google__gemini-3.1-pro-preview,abhinand__MedEmbed-small-v0.1,lifted,7,0.1033,0.0456,0.163,0.0
abhinand__MedEmbed-small-v0.1,intfloat__e5-mistral-7b-instruct,lifted,7,0.1194,0.0554,0.1981,0.0
abhinand__MedEmbed-small-v0.1,intfloat__multilingual-e5-base,lifted,7,0.0417,0.0148,0.0711,0.0008
abhinand__MedEmbed-small-v0.1,intfloat__multilingual-e5-large,lifted,7,0.0247,-0.0085,0.0533,0.1346
intfloat__multilingual-e5-large-instruct,abhinand__MedEmbed-small-v0.1,lifted,7,0.0231,0.007,0.0396,0.0058
abhinand__MedEmbed-small-v0.1,intfloat__multilingual-e5-small,lifted,7,0.0408,0.0262,0.0574,0.0
jinaai__jina-embeddings-v5-text-nano,abhinand__MedEmbed-small-v0.1,lifted,7,0.0853,0.0375,0.1563,0.0
jinaai__jina-embeddings-v5-text-small,abhinand__MedEmbed-small-v0.1,lifted,7,0.0899,0.0345,0.162,0.0
kimi-k2.6,abhinand__MedEmbed-small-v0.1,lifted,7,0.0187,-0.0367,0.0956,0.6622
abhinand__MedEmbed-small-v0.1,minimax-m2.7,lifted,7,0.0258,-0.0659,0.1005,0.5172
abhinand__MedEmbed-small-v0.1,ncbi__MedCPT,lifted,7,0.1161,0.0461,0.1937,0.0
nvidia__llama-embed-nemotron-8b,abhinand__MedEmbed-small-v0.1,lifted,7,0.0821,0.0347,0.1373,0.0
qwen3.6-27b,abhinand__MedEmbed-small-v0.1,lifted,7,0.0453,-0.0307,0.1295,0.2774
qwen3.6-35b-a3b,abhinand__MedEmbed-small-v0.1,lifted,7,0.0514,-0.0154,0.1324,0.1856
abhinand__MedEmbed-small-v0.1,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0277,0.0083,0.0462,0.003
tencent__KaLM-Embedding-Gemma3-12B-2511,abhinand__MedEmbed-small-v0.1,lifted,7,0.0725,0.0297,0.134,0.0
bflhc__Octen-Embedding-8B,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0312,-0.0433,0.1363,0.6016
bflhc__Octen-Embedding-8B,codefuse-ai__F2LLM-v2-1.7B,lifted,7,0.0115,-0.073,0.1218,0.89
bflhc__Octen-Embedding-8B,codefuse-ai__F2LLM-v2-14B,lifted,7,0.0178,-0.0662,0.1347,0.7742
bflhc__Octen-Embedding-8B,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0204,-0.0574,0.1289,0.7468
bflhc__Octen-Embedding-8B,codefuse-ai__F2LLM-v2-8B,lifted,7,0.018,-0.0656,0.1322,0.787
bflhc__Octen-Embedding-8B,deepseek-r1,lifted,7,0.1537,0.079,0.2229,0.0
bflhc__Octen-Embedding-8B,deepseek__deepseek-v4-flash,lifted,7,0.162,0.0924,0.2369,0.0
bflhc__Octen-Embedding-8B,glm-4.7,lifted,7,0.1207,0.0603,0.188,0.0
bflhc__Octen-Embedding-8B,google__embeddinggemma-300m,lifted,7,0.0283,0.0092,0.0505,0.0022
bflhc__Octen-Embedding-8B,google__gemini-3-flash-preview,lifted,7,0.0576,-0.0025,0.1505,0.0752
bflhc__Octen-Embedding-8B,google__gemini-3.1-flash-lite-preview,lifted,7,0.2128,0.0759,0.3479,0.0016
google__gemini-3.1-pro-preview,bflhc__Octen-Embedding-8B,lifted,7,0.0136,-0.0142,0.0448,0.3972
bflhc__Octen-Embedding-8B,intfloat__e5-mistral-7b-instruct,lifted,7,0.2091,0.1431,0.2775,0.0
bflhc__Octen-Embedding-8B,intfloat__multilingual-e5-base,lifted,7,0.1314,0.0619,0.2147,0.0
bflhc__Octen-Embedding-8B,intfloat__multilingual-e5-large,lifted,7,0.1144,0.0548,0.197,0.0
bflhc__Octen-Embedding-8B,intfloat__multilingual-e5-large-instruct,lifted,7,0.0666,0.0148,0.14,0.0046
bflhc__Octen-Embedding-8B,intfloat__multilingual-e5-small,lifted,7,0.1305,0.0682,0.2043,0.0
bflhc__Octen-Embedding-8B,jinaai__jina-embeddings-v5-text-nano,lifted,7,0.0044,-0.0154,0.0292,0.7372
jinaai__jina-embeddings-v5-text-small,bflhc__Octen-Embedding-8B,lifted,7,0.0002,-0.0171,0.0155,0.9638
bflhc__Octen-Embedding-8B,kimi-k2.6,lifted,7,0.071,0.0312,0.1098,0.0002
bflhc__Octen-Embedding-8B,minimax-m2.7,lifted,7,0.1155,0.0496,0.1799,0.0006
bflhc__Octen-Embedding-8B,ncbi__MedCPT,lifted,7,0.2058,0.1071,0.3103,0.0
bflhc__Octen-Embedding-8B,nvidia__llama-embed-nemotron-8b,lifted,7,0.0076,-0.0117,0.0245,0.4158
bflhc__Octen-Embedding-8B,qwen3.6-27b,lifted,7,0.0443,0.0029,0.0848,0.04
bflhc__Octen-Embedding-8B,qwen3.6-35b-a3b,lifted,7,0.0382,0.0104,0.0645,0.0074
bflhc__Octen-Embedding-8B,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.1174,0.0568,0.1921,0.0
bflhc__Octen-Embedding-8B,tencent__KaLM-Embedding-Gemma3-12B-2511,lifted,7,0.0172,-0.0099,0.0492,0.2518
codefuse-ai__F2LLM-v2-1.7B,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0196,0.0086,0.0348,0.0
codefuse-ai__F2LLM-v2-14B,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0134,-0.0031,0.0315,0.1262
codefuse-ai__F2LLM-v2-4B,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0108,0.0012,0.0208,0.0248
codefuse-ai__F2LLM-v2-8B,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0131,-0.0021,0.03,0.107
codefuse-ai__F2LLM-v2-0.6B,deepseek-r1,lifted,7,0.1225,-0.0085,0.2524,0.0688
codefuse-ai__F2LLM-v2-0.6B,deepseek__deepseek-v4-flash,lifted,7,0.1308,-0.0076,0.2659,0.069
codefuse-ai__F2LLM-v2-0.6B,glm-4.7,lifted,7,0.0895,-0.0572,0.222,0.2012
google__embeddinggemma-300m,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0029,-0.052,0.0858,0.994
codefuse-ai__F2LLM-v2-0.6B,google__gemini-3-flash-preview,lifted,7,0.0264,-0.104,0.1474,0.636
codefuse-ai__F2LLM-v2-0.6B,google__gemini-3.1-flash-lite-preview,lifted,7,0.1817,-0.0247,0.3765,0.0814
google__gemini-3.1-pro-preview,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0448,-0.0332,0.1407,0.3316
codefuse-ai__F2LLM-v2-0.6B,intfloat__e5-mistral-7b-instruct,lifted,7,0.178,0.0898,0.2608,0.0
codefuse-ai__F2LLM-v2-0.6B,intfloat__multilingual-e5-base,lifted,7,0.1002,0.0471,0.1621,0.0
codefuse-ai__F2LLM-v2-0.6B,intfloat__multilingual-e5-large,lifted,7,0.0832,0.0396,0.1305,0.0
codefuse-ai__F2LLM-v2-0.6B,intfloat__multilingual-e5-large-instruct,lifted,7,0.0355,-0.0044,0.0779,0.082
codefuse-ai__F2LLM-v2-0.6B,intfloat__multilingual-e5-small,lifted,7,0.0993,0.0481,0.1553,0.0
jinaai__jina-embeddings-v5-text-nano,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0268,-0.0541,0.1402,0.6706
jinaai__jina-embeddings-v5-text-small,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0314,-0.0452,0.144,0.6114
codefuse-ai__F2LLM-v2-0.6B,kimi-k2.6,lifted,7,0.0398,-0.0812,0.1331,0.4522
codefuse-ai__F2LLM-v2-0.6B,minimax-m2.7,lifted,7,0.0843,-0.0566,0.2055,0.2178
codefuse-ai__F2LLM-v2-0.6B,ncbi__MedCPT,lifted,7,0.1746,0.0761,0.2778,0.0004
nvidia__llama-embed-nemotron-8b,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.0236,-0.0383,0.1162,0.6646
codefuse-ai__F2LLM-v2-0.6B,qwen3.6-27b,lifted,7,0.0132,-0.1075,0.1158,0.7668
codefuse-ai__F2LLM-v2-0.6B,qwen3.6-35b-a3b,lifted,7,0.0071,-0.1115,0.0993,0.8222
codefuse-ai__F2LLM-v2-0.6B,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0862,0.0411,0.1332,0.0
tencent__KaLM-Embedding-Gemma3-12B-2511,codefuse-ai__F2LLM-v2-0.6B,lifted,7,0.014,-0.0546,0.1168,0.804
codefuse-ai__F2LLM-v2-1.7B,codefuse-ai__F2LLM-v2-14B,lifted,7,0.0062,-0.0085,0.0194,0.3772
codefuse-ai__F2LLM-v2-1.7B,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0088,0.0009,0.0176,0.0292
codefuse-ai__F2LLM-v2-1.7B,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0065,-0.0068,0.0163,0.306
codefuse-ai__F2LLM-v2-1.7B,deepseek-r1,lifted,7,0.1421,0.0033,0.2829,0.046
codefuse-ai__F2LLM-v2-1.7B,deepseek__deepseek-v4-flash,lifted,7,0.1504,0.0056,0.2989,0.0416
codefuse-ai__F2LLM-v2-1.7B,glm-4.7,lifted,7,0.1092,-0.0444,0.2535,0.1494
codefuse-ai__F2LLM-v2-1.7B,google__embeddinggemma-300m,lifted,7,0.0167,-0.0711,0.0824,0.5926
codefuse-ai__F2LLM-v2-1.7B,google__gemini-3-flash-preview,lifted,7,0.046,-0.0889,0.1724,0.4748
codefuse-ai__F2LLM-v2-1.7B,google__gemini-3.1-flash-lite-preview,lifted,7,0.2013,-0.0123,0.4071,0.0646
google__gemini-3.1-pro-preview,codefuse-ai__F2LLM-v2-1.7B,lifted,7,0.0252,-0.0612,0.1258,0.6392
codefuse-ai__F2LLM-v2-1.7B,intfloat__e5-mistral-7b-instruct,lifted,7,0.1976,0.1053,0.2834,0.0
codefuse-ai__F2LLM-v2-1.7B,intfloat__multilingual-e5-base,lifted,7,0.1198,0.0568,0.1947,0.0
codefuse-ai__F2LLM-v2-1.7B,intfloat__multilingual-e5-large,lifted,7,0.1029,0.0495,0.1636,0.0
codefuse-ai__F2LLM-v2-1.7B,intfloat__multilingual-e5-large-instruct,lifted,7,0.0551,0.0063,0.1105,0.023
codefuse-ai__F2LLM-v2-1.7B,intfloat__multilingual-e5-small,lifted,7,0.1189,0.0576,0.1897,0.0
jinaai__jina-embeddings-v5-text-nano,codefuse-ai__F2LLM-v2-1.7B,lifted,7,0.0071,-0.0837,0.1267,0.9788
jinaai__jina-embeddings-v5-text-small,codefuse-ai__F2LLM-v2-1.7B,lifted,7,0.0118,-0.0754,0.131,0.9108
codefuse-ai__F2LLM-v2-1.7B,kimi-k2.6,lifted,7,0.0594,-0.0659,0.1626,0.3164
codefuse-ai__F2LLM-v2-1.7B,minimax-m2.7,lifted,7,0.1039,-0.0442,0.2379,0.154
codefuse-ai__F2LLM-v2-1.7B,ncbi__MedCPT,lifted,7,0.1942,0.0914,0.2997,0.0
nvidia__llama-embed-nemotron-8b,codefuse-ai__F2LLM-v2-1.7B,lifted,7,0.004,-0.0677,0.102,0.9954
codefuse-ai__F2LLM-v2-1.7B,qwen3.6-27b,lifted,7,0.0328,-0.0926,0.1463,0.571
codefuse-ai__F2LLM-v2-1.7B,qwen3.6-35b-a3b,lifted,7,0.0267,-0.0977,0.1298,0.6072
codefuse-ai__F2LLM-v2-1.7B,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.1059,0.0538,0.1622,0.0
codefuse-ai__F2LLM-v2-1.7B,tencent__KaLM-Embedding-Gemma3-12B-2511,lifted,7,0.0057,-0.1019,0.0835,0.8084
codefuse-ai__F2LLM-v2-14B,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0026,-0.0096,0.0135,0.6516
codefuse-ai__F2LLM-v2-14B,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0002,-0.0069,0.0089,0.9904
codefuse-ai__F2LLM-v2-14B,deepseek-r1,lifted,7,0.1359,-0.0077,0.2754,0.0576
codefuse-ai__F2LLM-v2-14B,deepseek__deepseek-v4-flash,lifted,7,0.1442,-0.006,0.2876,0.0586
codefuse-ai__F2LLM-v2-14B,glm-4.7,lifted,7,0.1029,-0.0511,0.2469,0.178
codefuse-ai__F2LLM-v2-14B,google__embeddinggemma-300m,lifted,7,0.0105,-0.0827,0.0773,0.6972
codefuse-ai__F2LLM-v2-14B,google__gemini-3-flash-preview,lifted,7,0.0398,-0.1014,0.1757,0.558
codefuse-ai__F2LLM-v2-14B,google__gemini-3.1-flash-lite-preview,lifted,7,0.195,-0.0213,0.4033,0.0752
google__gemini-3.1-pro-preview,codefuse-ai__F2LLM-v2-14B,lifted,7,0.0314,-0.0513,0.1361,0.5688
codefuse-ai__F2LLM-v2-14B,intfloat__e5-mistral-7b-instruct,lifted,7,0.1913,0.0905,0.2871,0.0
codefuse-ai__F2LLM-v2-14B,intfloat__multilingual-e5-base,lifted,7,0.1136,0.0517,0.1884,0.0
codefuse-ai__F2LLM-v2-14B,intfloat__multilingual-e5-large,lifted,7,0.0966,0.0442,0.1551,0.0
codefuse-ai__F2LLM-v2-14B,intfloat__multilingual-e5-large-instruct,lifted,7,0.0488,-0.0045,0.1061,0.075
codefuse-ai__F2LLM-v2-14B,intfloat__multilingual-e5-small,lifted,7,0.1127,0.0477,0.1846,0.0
jinaai__jina-embeddings-v5-text-nano,codefuse-ai__F2LLM-v2-14B,lifted,7,0.0134,-0.0815,0.1384,0.9022
jinaai__jina-embeddings-v5-text-small,codefuse-ai__F2LLM-v2-14B,lifted,7,0.018,-0.0711,0.1389,0.819
codefuse-ai__F2LLM-v2-14B,kimi-k2.6,lifted,7,0.0532,-0.0768,0.1611,0.3772
codefuse-ai__F2LLM-v2-14B,minimax-m2.7,lifted,7,0.0977,-0.0555,0.2338,0.1942
codefuse-ai__F2LLM-v2-14B,ncbi__MedCPT,lifted,7,0.188,0.0788,0.3039,0.0004
nvidia__llama-embed-nemotron-8b,codefuse-ai__F2LLM-v2-14B,lifted,7,0.0102,-0.06,0.1121,0.8846
codefuse-ai__F2LLM-v2-14B,qwen3.6-27b,lifted,7,0.0265,-0.1018,0.1376,0.6178
codefuse-ai__F2LLM-v2-14B,qwen3.6-35b-a3b,lifted,7,0.0204,-0.1085,0.1213,0.6576
codefuse-ai__F2LLM-v2-14B,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0996,0.0409,0.1631,0.0004
tencent__KaLM-Embedding-Gemma3-12B-2511,codefuse-ai__F2LLM-v2-14B,lifted,7,0.0006,-0.0836,0.1148,0.919
codefuse-ai__F2LLM-v2-8B,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0023,-0.0062,0.0109,0.6016
codefuse-ai__F2LLM-v2-4B,deepseek-r1,lifted,7,0.1333,-0.0026,0.2679,0.0542
codefuse-ai__F2LLM-v2-4B,deepseek__deepseek-v4-flash,lifted,7,0.1416,-0.0002,0.2841,0.0514
codefuse-ai__F2LLM-v2-4B,glm-4.7,lifted,7,0.1003,-0.0474,0.2388,0.1704
codefuse-ai__F2LLM-v2-4B,google__embeddinggemma-300m,lifted,7,0.0079,-0.0788,0.0674,0.7554
codefuse-ai__F2LLM-v2-4B,google__gemini-3-flash-preview,lifted,7,0.0372,-0.0946,0.165,0.5578
codefuse-ai__F2LLM-v2-4B,google__gemini-3.1-flash-lite-preview,lifted,7,0.1924,-0.0169,0.396,0.0722
google__gemini-3.1-pro-preview,codefuse-ai__F2LLM-v2-4B,lifted,7,0.034,-0.0463,0.1304,0.4898
codefuse-ai__F2LLM-v2-4B,intfloat__e5-mistral-7b-instruct,lifted,7,0.1887,0.0983,0.2753,0.0
codefuse-ai__F2LLM-v2-4B,intfloat__multilingual-e5-base,lifted,7,0.111,0.0503,0.179,0.0
codefuse-ai__F2LLM-v2-4B,intfloat__multilingual-e5-large,lifted,7,0.094,0.045,0.1477,0.0
codefuse-ai__F2LLM-v2-4B,intfloat__multilingual-e5-large-instruct,lifted,7,0.0462,-0.0002,0.097,0.053
codefuse-ai__F2LLM-v2-4B,intfloat__multilingual-e5-small,lifted,7,0.1101,0.051,0.1757,0.0
jinaai__jina-embeddings-v5-text-nano,codefuse-ai__F2LLM-v2-4B,lifted,7,0.016,-0.0716,0.1326,0.8404
jinaai__jina-embeddings-v5-text-small,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0206,-0.0626,0.1352,0.7452
codefuse-ai__F2LLM-v2-4B,kimi-k2.6,lifted,7,0.0506,-0.0729,0.1491,0.3782
codefuse-ai__F2LLM-v2-4B,minimax-m2.7,lifted,7,0.0951,-0.0493,0.2247,0.1894
codefuse-ai__F2LLM-v2-4B,ncbi__MedCPT,lifted,7,0.1854,0.0833,0.2959,0.0
nvidia__llama-embed-nemotron-8b,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0128,-0.0535,0.1072,0.8244
codefuse-ai__F2LLM-v2-4B,qwen3.6-27b,lifted,7,0.024,-0.096,0.1307,0.642
codefuse-ai__F2LLM-v2-4B,qwen3.6-35b-a3b,lifted,7,0.0178,-0.1015,0.1142,0.6806
